,var1,var2,labels
0,-0.250919762305275,0.9014286128198323,class_1
1,0.4639878836228102,0.1973169683940732,class_2
2,-0.687962719115127,-0.6880109593275947,class_1
3,-0.8838327756636011,0.7323522915498704,class_1
4,0.2022300234864176,0.416145155592091,class_2
5,-0.9588310114083951,0.9398197043239886,class_1
6,0.6648852816008435,-0.5753217786434477,class_1
7,-0.6363500655857988,-0.6331909802931324,class_1
8,-0.39151551408092455,0.04951286326447568,class_2
9,-0.13610996271576847,-0.4175417196039162,class_2
10,0.22370578944475894,-0.7210122786959163,class_1
11,-0.4157107029295637,-0.2672763134126166,class_2
12,-0.08786003156592814,0.5703519227860272,class_1
13,-0.6006524356832805,0.02846887682722321,class_2
14,0.18482913772408494,-0.9070991745600046,class_1
15,0.21508970380287673,-0.6589517526254169,class_1
16,-0.869896814029441,0.8977710745066665,class_1
17,0.9312640661491187,0.6167946962329223,class_1
18,-0.39077246165325863,-0.8046557719872323,class_1
19,0.3684660530243138,-0.1196950125207974,class_2
20,-0.7559235303104423,-0.00964617977745963,class_1
21,-0.9312229577695632,0.8186408041575641,class_1
22,-0.48244003679996617,0.32504456870796394,class_1
23,-0.3765778478211781,0.040136042355621626,class_2
24,0.0934205586865593,-0.6302910889489459,class_1
25,0.9391692555291171,0.5502656467222291,class_1
26,0.8789978831283782,0.7896547008552977,class_1
27,0.19579995762217028,0.8437484700462337,class_1
28,-0.823014995896161,-0.6080342751617096,class_1
29,-0.9095454221789239,-0.3493393384734713,class_1
30,-0.22264542062103598,-0.4573019364522082,class_2
31,0.6574750183038587,-0.28649334661282144,class_1
32,-0.4381309806252385,0.08539216631649693,class_2
33,-0.7181515500504747,0.6043939615080793,class_1
34,-0.8508987126404584,0.9737738732010346,class_1
35,0.5444895385933148,-0.6025686369316552,class_1
36,-0.9889557657527952,0.6309228569096683,class_1
37,0.41371468769523423,0.4580143360819746,class_2
38,0.5425406933718915,-0.8519106965318193,class_1
39,-0.2830685429114548,-0.7682618809497406,class_1
40,0.726206851751187,0.24659625365511584,class_2
41,-0.3382039502947016,-0.8728832994279527,class_1
42,-0.3780353565686756,-0.3496333559465059,class_2
43,0.45921235667612814,0.27511494271042625,class_2
44,0.7744254851526531,-0.05557014967610141,class_1
45,-0.7608115081233966,0.42648957444599,class_1
46,0.5215700972337949,0.12255439513899247,class_2
47,0.541934359909122,-0.012408807271218514,class_2
48,0.045465658763988115,-0.14491796328290074,class_2
49,-0.9491617465118096,-0.7842171460133911,class_1
50,-0.9371416286265315,0.2728208225275608,class_1
51,-0.37128803784734665,0.01714138232940554,class_2
52,0.815132947852186,-0.5014155417022501,class_1
53,-0.17923415392874054,0.5111022770860973,class_1
54,-0.5424036690167551,-0.846040180342414,class_1
55,-0.42049709417246395,-0.6775574254919912,class_1
56,0.8593953046851461,0.6162407591288339,class_1
57,0.26680751302084693,0.7429211803754354,class_1
58,0.6073441537982289,-0.6268598822279283,class_1
59,0.7851179969799555,0.07868448383130144,class_1
60,0.6148803103281251,0.7921825998469865,class_1
61,-0.36399305005627225,-0.7798961509446465,class_1
62,-0.5441296749161166,-0.14578442274748737,class_2
63,0.6360295318449862,0.7214611665126869,class_1
64,-0.9860957389376186,0.021494605155131463,class_1
65,-0.16517799370244202,-0.5557843790585395,class_1
66,-0.7602692653326344,-0.3247696571927441,class_2
67,0.8858194078250383,-0.35359413595848954,class_1
68,0.037581243486732197,0.4060379177903557,class_2
69,-0.27274079524141204,0.9435641654419213,class_1
70,0.9248945898842225,-0.4964354083492717,class_1
71,-0.005502988215229099,-0.3982433803664607,class_2
72,-0.4303190112450648,-0.9262261052909344,class_1
73,0.2191286679597937,0.005358046457722976,class_2
74,-0.8970424975000213,-0.44270707152677713,class_1
75,0.8165317719333074,-0.5208762186660552,class_1
76,-0.7102102558175538,-0.02109447944487397,class_1
77,0.9713009082212014,-0.5158894569769992,class_1
78,0.3442710948117571,0.5232392306574352,class_2
79,-0.5247249120152007,0.45643269722371915,class_1
80,-0.26443373456149355,0.26461166118715895,class_2
81,0.2670594215217894,0.07154936814951696,class_2
82,-0.8194204598911834,0.6706049911784759,class_1
83,-0.35843987005652833,-0.6269629792002915,class_1
84,-0.9184497168904722,0.18178588637648363,class_1
85,0.35512872368456483,-0.9668243421442877,class_1
86,0.024186116598561958,-0.5470084496041241,class_1
87,0.2903455808188997,-0.6512671419900171,class_1
88,0.3818754762049319,-0.22652930739892518,class_1
89,0.873459977473469,-0.7249581117080135,class_1
90,-0.317867297899483,-0.7730529575188219,class_1
91,0.8493872365571256,0.754678706761962,class_1
92,-0.4841167445696888,0.3199680920683581,class_1
93,0.6344444004024317,0.11040162319892466,class_2
94,0.05930115671201297,-0.5162954181990966,class_1
95,-0.8137944643882016,0.7944315159066535,class_1
96,0.8008361143266609,0.2662029145465359,class_2
97,-0.32194041790259864,-0.3015808507746782,class_2
98,0.45191135774047875,0.7942205199051542,class_1
99,0.7741728485302346,0.5597510917152477,class_2
100,0.2840632923085755,-0.8317200700099023,class_1
101,-0.6767425718107725,0.7971083770541585,class_1
102,0.21285811931917986,-0.9816058967667407,class_1
103,-0.7970569142679358,0.3270035382161116,class_1
104,-0.9898768323075626,-0.6783838971650027,class_1
105,0.09746757873317224,0.3837903953853865,class_2
106,0.30392251900520106,-0.5514613810788804,class_1
107,0.4243584426950717,-0.5255018250063999,class_1
108,-0.34920060368146455,0.4929828102360483,class_1
109,0.2992657980944293,0.6984468209883559,class_1
110,0.31522578460068673,0.13661720667094324,class_2
111,-0.812650464343815,-0.26456839388113296,class_2
112,-0.4695952646365491,-0.5120207132418328,class_2
113,0.9460211095048912,-0.2138045506664792,class_1
114,0.7840931103542266,0.2622772519945258,class_2
115,0.5896226070832968,0.005274186210384224,class_2
116,0.15380776925271822,-0.0149646123622722,class_2
117,-0.609514024403911,0.44490423052301065,class_1
118,-0.4384552751182884,-0.9513680671370923,class_1
119,0.29094459181433563,-0.6457786411859021,class_1
120,0.8809171687058286,0.9078571540051747,class_1
121,0.829728780440897,-0.2596825994891112,class_1
122,-0.9690867669422651,0.8566371251754508,class_1
123,-0.14363170336537134,0.9333096380873391,class_1
124,0.9272399541785057,0.7060189109347201,class_1
125,-0.4111022158608286,-0.22980454279614948,class_2
126,0.7022733430337138,-0.36615598968744467,class_1
127,-0.661014506627815,0.11360252491670031,class_1
128,0.8723095483215619,0.392059593349946,class_2
129,0.14012234017872993,-0.8056470124584629,class_1
130,0.23001445339833948,0.9801077002085266,class_1
131,-0.7198319695269519,0.036659304727473474,class_1
132,0.7547461438559109,0.4815372355084089,class_2
133,0.39403148199053595,0.40496816797421853,class_2
134,-0.28101769756048967,-0.4128163114710133,class_2
135,0.6187223109570272,0.6202267893583615,class_2
136,0.7341446371602074,0.8264811051129426,class_1
137,0.022684797721875594,0.0030325893743992083,class_2
138,0.5965903579335503,0.2999278615555303,class_2
139,0.4039337545154067,0.5915853388722021,class_2
140,0.7800106836351326,-0.3240096862969284,class_1
141,-0.24883409472011198,-0.812036120318262,class_1
142,0.15656028199234795,-0.9281154524065158,class_1
143,-0.06880396373507969,0.08528926941515325,class_2
144,-0.4269174957434312,0.1816665211380215,class_1
145,-0.9389995001219011,-0.9253036225015712,class_1
146,0.6452011213193165,-0.2796187171774742,class_1
147,-0.7458789746962304,0.04448652010960874,class_1
148,0.5399871061972217,-0.5683579450063136,class_1
149,0.2457809516380005,-0.829305070012464,class_1
150,-0.8966365576627846,0.06270926313629599,class_1
151,0.08127024322021303,0.2748598029964131,class_2
152,0.4521826674453231,0.9517041589250692,class_1
153,0.03260069660239062,-0.35408705411750807,class_2
154,0.5903723895374073,-0.45833549747585156,class_1
155,-0.12205715858872779,-0.8430872373154681,class_1
156,-0.949298513169085,0.9252968293558501,class_1
157,0.6719602410244117,0.39194841218739596,class_2
158,-0.18209411117146024,-0.6534113598583084,class_1
159,-0.6871259146578279,-0.49951420367080934,class_2
160,0.09845332941224094,0.42919184540012467,class_2
161,0.32039475343546253,-0.4401322061081143,class_1
162,0.9097305613263882,0.475793833391537,class_1
163,0.10870810502280137,0.22344149246870448,class_2
164,-0.16079987514442018,-0.5045380209976851,class_2
165,-0.2880546426974768,0.5156922209287382,class_1
166,-0.9712130227404883,-0.7678547189861675,class_1
167,-0.9079947159564945,-0.9185423953620597,class_1
168,0.7109211680220144,0.40731571876004735,class_2
169,-0.05165234182534961,-0.804331678697997,class_1
170,-0.016768249766335286,-0.05305645843886864,class_2
171,-0.6535962601799696,-0.13229670152405393,class_2
172,-0.20299053120525312,0.23170019610443293,class_2
173,0.2701873017352876,-0.909391980455911,class_1
174,-0.25077477074705756,0.25171983142847276,class_2
175,0.006272517160175406,0.7129796823766446,class_1
176,0.31738726323789,-0.6741311458371406,class_1
177,-0.8588625051991403,0.2848385564126312,class_1
178,-0.9469773789167564,0.1715511625469266,class_1
179,0.8804604828499152,0.1509483557517579,class_1
180,-0.22366014758695618,0.28657643688470635,class_2
181,-0.08349421901696674,0.09123357863186987,class_2
182,0.8829296175530503,-0.2277947243984515,class_1
183,0.9223811276478284,0.8107012839121275,class_1
184,-0.6084177304214071,-0.8612773982496691,class_1
185,-0.7984439972451467,-0.9635563486969005,class_1
186,-0.8111140784881432,0.3660135468327137,class_1
187,-0.857622703079542,-0.3620487394124774,class_2
188,0.6897506219389091,-0.9534561285283483,class_1
189,0.6289369651778716,-0.43629045045320014,class_1
190,-0.7636703447566875,0.3934743307283013,class_1
191,0.257885693559768,0.7549440270541059,class_1
192,0.47014208760777154,0.6069618607696972,class_2
193,-0.43593085485738703,-0.6451209124405544,class_1
194,0.5012295032817167,0.613669478534528,class_2
195,0.9810102840013466,-0.17476464617714704,class_1
196,-0.25596382841443366,0.5528259214839937,class_1
197,-0.3183929194939643,0.8615146512071294,class_1
198,0.7168255036860236,-0.1420119452499633,class_1
199,0.5017421355829947,0.5090857481693647,class_2
200,-0.7937522623281348,0.8051058133591333,class_1
201,0.01050474489571429,0.6529149322154832,class_1
202,-0.3599007979387765,0.791046456992401,class_1
203,-0.22159664253167377,-0.9783246970394033,class_1
204,0.8107639528385273,-0.8174266464277329,class_1
205,-0.36137272481917027,0.9001239341016098,class_1
206,0.9012142938751122,0.14687577624657222,class_1
207,0.26367442433959853,-0.10310895604336046,class_2
208,-0.41357845660387094,-0.3426709092601681,class_2
209,0.34503691215407684,0.50474905887536,class_2
210,0.5831580874516971,0.5792362855891078,class_2
211,-0.8175877939026193,-0.01115939059483706,class_1
212,-0.8848824799667114,0.09905776464747107,class_1
213,-0.11693899725324597,0.7754083655165995,class_1
214,-0.2981699748958426,-0.7658659671447883,class_1
215,-0.7140166358943283,0.5230212634349445,class_1
216,0.23643612663252211,-0.7977546477544195,class_1
217,-0.8317863877700051,0.40193826291824,class_1
218,-0.854473987271613,0.6437201185807124,class_1
219,0.4124844543129924,-0.8373024387162005,class_1
220,-0.8303245718296162,0.9732791570023509,class_1
221,-0.25145840848775936,-0.25871570586621817,class_2
222,0.6255991345150052,0.8944971547677174,class_1
223,0.9720021276457418,0.5067563705178832,class_1
224,-0.24748082893816847,-0.8329985666026625,class_1
225,0.5542938318548736,0.1168084994716101,class_2
226,-0.15155598150604743,0.812708770189472,class_1
227,-0.7776050353876973,-0.0147497914182817,class_1
228,-0.9772927104651619,-0.06267871601174746,class_1
229,-0.8873934486363253,-0.7623641674638562,class_1
230,-0.7649475064457902,0.29842060423212713,class_1
231,0.4920897585308466,0.16673753019431925,class_2
232,0.9243450969490838,-0.2502588409525919,class_1
233,-0.42857582743627853,0.7371982563789206,class_1
234,-0.5528083229610947,0.9264450788812226,class_1
235,-0.9756910506203673,0.9397576534152781,class_1
236,-0.9136801760988478,0.7822862273961422,class_1
237,0.055402218172599715,0.9859295922386007,class_1
238,-0.8524068705292023,0.10770856880264157,class_1
239,0.9386050712381979,0.046195688340297636,class_1
240,0.25879727627052507,0.39149737796923434,class_2
241,-0.09091787046445354,0.2551161601681269,class_2
242,0.16862862384620048,0.802316020981978,class_1
243,-0.9091072393170843,-0.43807362081553936,class_1
244,0.9008229681531175,0.7805275677818326,class_1
245,-0.08868649442857413,0.24026519560307347,class_2
246,-0.44523763403773464,-0.6237576805524774,class_1
247,-0.07260319012003569,-0.29329554394789437,class_2
248,0.16731222370174414,-0.8445307260700303,class_1
249,0.948789615332333,0.9724214889592058,class_1
250,0.3963234280394903,0.07219273268824078,class_2
251,-0.3809447674273445,0.6275900394138973,class_1
252,0.36946234510775855,-0.6747661213102174,class_1
253,0.8218543689876849,0.645074485846338,class_1
254,0.8995998265838481,0.45143901677671994,class_1
255,0.22683039187157972,-0.16351392741876225,class_2
256,0.8654569667080265,0.7321277790008167,class_1
257,-0.9095626597876212,-0.947266051005496,class_1
258,-0.2470732662439008,0.6211066615636658,class_1
259,0.9745522586298889,-0.6991662177929436,class_1
260,0.18826143070427026,-0.23821828673795697,class_2
261,0.9398287956292064,0.6842378462714174,class_1
262,0.6766574094222757,-0.06261368041005944,class_1
263,-0.17036099532466964,-0.45318585613858753,class_2
264,-0.8872490066981458,0.7294447525101064,class_1
265,0.6258020182601551,0.9994353465722612,class_1
266,0.9932736741478108,0.11086341120525489,class_1
267,0.537974830361021,0.889531459764856,class_1
268,0.6992947813548229,-0.5053037965136047,class_1
269,-0.09891172937981296,-0.74168116969701,class_1
270,0.9081020545174447,0.2123492689017601,class_1
271,-0.5427143889930746,0.34340136881171346,class_1
272,0.23625648091579166,-0.283674563934319,class_2
273,-0.772884815600742,0.3431463911855992,class_1
274,0.040615401807586604,0.5446367834712786,class_1
275,0.040327002223986774,0.7043630006370802,class_1
276,0.10381367754897108,0.12187594307077254,class_2
277,0.75330720531669,-0.19303426757520592,class_1
278,-0.7319695430987185,-0.942434647373322,class_1
279,0.510274511347238,0.24061910270692932,class_2
280,0.40815953619844714,-0.5740716769821785,class_1
281,-0.7272570488264605,-0.9709106686642361,class_1
282,-0.29882488238680605,0.17983537370926617,class_2
283,-0.21551190980053536,-0.12505015595254187,class_2
284,0.8083173889874968,-0.3034890659533993,class_1
285,0.027978978319621595,0.5673060254822861,class_1
286,-0.20691443535745968,0.24417340045574698,class_2
287,0.7247274174934903,0.8990412473152842,class_1
288,-0.7058530381419241,0.8531752503229888,class_1
289,-0.015767413840923616,-0.4835112234020833,class_1
290,-0.08172848752347739,0.9600651505709541,class_1
291,-0.014763812014260802,-0.3424967794249836,class_2
292,0.26680170863345154,-0.5197087624436139,class_1
293,-0.8482733437826722,-0.7422405561787015,class_1
294,-0.7439083220844551,-0.6961946129754113,class_1
295,-0.7223456547011797,0.2817494896064292,class_1
296,-0.6362398312017103,-0.3086654333522736,class_2
297,0.7935768198120237,-0.052076719474255295,class_1
298,0.33511547704205435,-0.6553602575967403,class_1
299,-0.6154219623826584,-0.9182627674670423,class_1
300,-0.6621298738556709,-0.44281932193608275,class_2
301,-0.6459790314465064,-0.8225949324858888,class_1
302,-0.7587282577987984,-0.07844246393454846,class_1
303,-0.587332563188415,-0.2714602779038491,class_2
304,0.0068345417097137595,0.3807896572587306,class_2
305,-0.9213757203178021,0.5988207978180853,class_1
306,0.2558007789818155,-0.8364819361022562,class_1
307,0.7471572482135544,0.8417448010636264,class_1
308,-0.8778440802902725,-0.44624470370559255,class_2
309,0.6124025595861227,0.4965193807673167,class_2
310,-0.6309579612872454,-0.5813013533265794,class_2
311,-0.25905579441723603,-0.030954029617957346,class_2
312,0.2365095430605919,-0.2621727208604552,class_2
313,-0.07493056773370421,0.49494187626751307,class_1
314,-0.9266335942188042,-0.4951261113119585,class_1
315,0.4266991717691049,0.7904136753743987,class_1
316,0.02335488423133225,0.06422697053063131,class_2
317,-0.7856559773204479,-0.10517526635309071,class_1
318,0.06523453291004633,-0.5150589927305407,class_1
319,-0.4615135381012381,-0.2454316737907547,class_2
320,-0.9598576044445473,-0.35584166883364343,class_1
321,-0.5771039860069107,-0.3450052956441707,class_2
322,-0.7604757363614976,0.7810545614797899,class_1
323,0.18718490710809732,0.3582046382889792,class_2
324,0.5783424772146766,-0.003115602141885443,class_2
325,-0.8261594238251526,0.07421308363709556,class_1
326,0.17368223604175825,0.49087894836866,class_2
327,-0.13668090754064122,-0.7448393944088725,class_1
328,-0.43244818840255106,-0.2738354072027298,class_2
329,0.29183448266320244,0.14155660933782377,class_2
330,-0.2878065482043075,0.9730304975859594,class_1
331,0.2115496387137743,-0.525546416528011,class_1
332,-0.7964350547591925,-0.694281721631336,class_1
333,-0.5080845432309837,-0.6786372534808887,class_1
334,-0.6268659518973885,-0.4298096626123058,class_2
335,-0.6532528094104904,0.7935308492528503,class_1
336,-0.8395325086767156,0.04902277914050934,class_1
337,-0.17920634602067698,0.9647572338172128,class_1
338,-0.7759221956638953,-0.20428880190851673,class_2
339,0.9389408665507377,0.7310142517879605,class_1
340,0.6341441418985598,-0.48419434591012034,class_1
341,-0.6582248252198684,0.337286439848862,class_1
342,0.8587519782551716,0.11352578602785957,class_1
343,0.1432253789397997,-0.44004181267943165,class_1
344,0.5389858663838738,-0.6259125028849533,class_1
345,-0.35264152719151265,-0.14912712276716644,class_2
346,0.015220757368910043,-0.5151805351698395,class_1
347,-0.7703263505215929,0.2212400848832652,class_1
348,-0.42273889351948846,0.16247644284522456,class_2
349,-0.6912745694515954,-0.03771979629036504,class_1
350,0.06517886510317172,-0.8963529263551462,class_1
351,-0.32679144361215884,-0.7311706461220515,class_1
352,-0.8732500590544645,0.9799204647798905,class_1
353,-0.35529231005055406,0.6197488917092697,class_1
354,-0.4907186904724723,0.36300544444785854,class_1
355,0.5204557197793731,0.19127748121568855,class_2
356,-0.05684762289968326,-0.17631817170546293,class_2
357,-0.3022634669140094,0.8590582884956517,class_1
358,0.6612388155754583,0.9300538213330252,class_1
359,-0.7514055530289105,0.4617349504072885,class_1
360,0.8766809136420757,-0.6375338676686797,class_1
361,-0.867007465266445,0.4822412985801181,class_1
362,0.1489462263598238,0.6836575535165441,class_1
363,-0.720455246747421,0.5905346237197804,class_1
364,-0.5967453599045109,-0.672688114268591,class_1
365,-0.6714684041380141,0.6291494404627642,class_1
366,0.33039444139240026,0.04613084953823865,class_2
367,-0.282339031752995,0.7544010816262166,class_1
368,-0.21510978515472923,0.6331988789431542,class_1
369,-0.12173018285956316,-0.24611114115018484,class_2
370,-0.07464042866078713,-0.39724425167171584,class_2
371,0.49521876035250223,0.005440780184958305,class_2
